screen_name,description,followers_count,statuses_count,created_at,mentions_ibm,blank_bio
Jerry97561178,,2,38,Sat May 04 11:43:01 +0000 2019,0,1
myselectionss,Shop for Car & Motorbike Accessories. Genuine Products. Free Shipping*. Buy Now! Huge Selection. Low Prices. Top Brands. Amazing Cashbacks. Types: Car Vacuum,42,98,Mon Feb 01 19:07:44 +0000 2016,0,0
HueyStanley2,أصدق الوصـــال ليس لقاء أو اتصال بل دعوة تتجـاوز الأرض الي السماء,2,28,Thu Aug 09 04:36:58 +0000 2018,0,0
KHO23KHA,Zamalkawyaaa ♥ https://t.co/0dbdYqYnQA,331,1297,Wed Oct 13 17:02:54 +0000 2010,0,0
AhLee66727464,Am PhenomenaL 🔥,0,0,Sat May 04 11:37:28 +0000 2019,0,0
TulasiraoTule,I am using twitter,2,1,Sat May 04 11:05:31 +0000 2019,0,0
HERCULESBACKUS,,1279,42324,Mon Jan 25 22:55:40 +0000 2010,0,1
teslimMAYOR_1,"magnificent _king. 😍 focus on the plan and execute it.💯
/studying Computer engineering🖥in Unilorin/👌🏻🔥
Not really jovial but being honest is great",91,84,Sun Nov 20 23:52:18 +0000 2016,0,0
Fabian65650055,"Poland
13 year's old",1,0,Sat May 04 10:59:08 +0000 2019,0,0
Waztom_,"Global citizen interested in Data Science, cheminformatics, computation, automation and prototyping.",54,61,Thu Feb 01 15:38:04 +0000 2018,0,0
dstakx,,0,0,Thu May 02 02:58:04 +0000 2019,0,1
sourabh30782759,Wish me on 29 may,1,6,Sat Apr 13 08:22:33 +0000 2019,0,0
f8c7c389e26d47d,"Actor ,Music composer ,song writer ,Radiographer ,photographer,traveller and    some times philosopher too.",7,2,Mon Nov 10 06:02:33 +0000 2014,0,0
RamiruDeSilva,"Great Mahanamian,Swimmer,Guitar&Percussion player",3,13,Fri Feb 23 13:10:47 +0000 2018,0,0
NageshT52462520,,6,0,Fri Aug 17 12:34:35 +0000 2018,0,1
prasanamurthi,Product Leader | Previously @receiptbank @IBM @nokia | MBA @cassbusiness | #Innovation #Strategy #Emergingtech | My views,2351,1001,Tue May 03 15:28:52 +0000 2016,1,0
imran5261,,48,1,Mon Jan 31 18:27:14 +0000 2011,0,1
BhoiKundalik,Wellness Executive @JustforHearts,102,107,Tue Apr 16 09:49:13 +0000 2019,0,0
Vernica05004697,,1,0,Sun Nov 18 10:49:48 +0000 2018,0,1
AttiaGabr1,,72,101,Mon Dec 14 10:40:40 +0000 2015,0,1
Coollllllll_guy,nothing,5,3,Wed May 01 03:58:47 +0000 2019,0,0
Olopoeniyan,Born to help no matter the problem is!!!!,19,182,Tue Jan 17 06:22:51 +0000 2012,0,0
punnamchandar,"ITIL, OCA, CA PPM 14.x Implementation Proven Professional",6,0,Wed May 05 19:04:36 +0000 2010,0,0
v_krishnavamshi,"MAVERICK❤ 
Programmer❤",2,0,Sun Aug 27 05:50:35 +0000 2017,0,0
IMrevanth25,"@FCBayern @ManCity @RealMadrid
Sports ⚽️🏏🏊 & 🇩🇪 in my blood. On my way 2 be CA. ❤️Marketing & Strategy
D way life treats u depends upon how u treat ur life.",63,2389,Thu Apr 10 13:38:35 +0000 2014,0,0
soojin095,,4,543,Tue Oct 09 08:11:27 +0000 2018,0,1
sobereee,,42,161,Tue Dec 22 13:42:29 +0000 2015,0,1
Hex_Byte,0xFF,19,1,Thu May 12 20:50:53 +0000 2016,0,0
Karanjaysingh2,,2,1,Sat May 04 07:57:08 +0000 2019,0,1
SyeAjmal,"On The Go 💼
#Preparing_For_The_Worst
FB:https://t.co/0nHTpQmFsj
YouTube :https://t.co/igndCHNdEg…",3,16,Wed May 01 07:18:10 +0000 2019,0,0
SkillVelocity,Skill Velocity brings students and industry leaders together in a forum that fosters knowledge sharing using a structured hands-on approach.,1,3,Sun Jan 06 10:17:58 +0000 2019,0,0
SUS_DEV,"Env-PoliSci-SusDev student. Outdoor cannabis grower. ❤️Hyaena hyaena. Against ignorance and fear. -Previously- Che:E Student; Cannabis manager, Graphic designer",52,5936,Fri Feb 16 05:52:54 +0000 2018,0,0
Nehalgupta19,Co-Founder  MobEdFied,41,156,Tue Oct 14 05:12:25 +0000 2014,0,0
Arjunvyas27,"Human, Indian, Gujarati, Software engineer, Realistic, Honest, Laughter admirer, Sweet food devotee and Tea addicted who believes in learn and execute equation.",1,0,Mon Oct 27 17:15:44 +0000 2014,0,0
glacheval,,147,296,Sat Sep 21 15:44:54 +0000 2013,0,1
EK_T_UM,INTP/5w4 (ネット診断故正確性に疑問あり)で好奇心の塊と言える中途半端かつ浅学菲才の猫🐈,1100,10841,Sat Mar 19 15:41:23 +0000 2016,0,0
TechAidPro1,"We find developers you can trust to build exactly what you want, that’s top quality & at the cheapest prices! Tech Aid Pro helps all your business web needs",13,53,Thu Jan 31 09:01:24 +0000 2019,0,0
dolunayobruk,singer ~ song writer ~ graphic designer ~ storyteller ~ sappiosexual ~ septic ~ bathmofobic info@dolunayobruk.com Contact: Banu Saman +90 532 790 62 14,5025,13242,Wed Sep 23 20:54:45 +0000 2009,0,0
DineshP66596524,dinesh razzpurihit,3,1,Sat May 04 06:22:15 +0000 2019,0,0
fangnasen,,1,5,Wed Oct 26 14:58:45 +0000 2016,0,1
ANILKUM36272259,Biotechnology engineering,163,0,Fri Jun 17 09:00:22 +0000 2016,0,0
YogeshPKAkumar,,26,24,Thu Feb 07 06:39:45 +0000 2019,0,1
DesignExpert9,Professional Graphic Designer,4,1097,Sat May 04 06:11:59 +0000 2019,0,0
Dan_Starstruck,"Not Straight but Proud. Aviation Management. Frequent Traveller. Pop_Culture Enthusiast. Progressive-Liberal European.
Welcome.",1247,13866,Thu Apr 20 08:09:59 +0000 2017,0,0
thebusinesz,Social Media Influencer 💯 | your no 1 spot for business news | coming soon.,2219,2617,Sun Mar 20 19:17:07 +0000 2016,0,0
riteshseo1,Digital Marketing Expert Work on IT Company #SEO #SocialMedia #SMO #PPC #Blogger https://t.co/sRIUqSdR3l,1127,189,Sat Feb 16 08:25:52 +0000 2019,0,0
vatisconsulting,"Vatis Consulting are a boutique provider of IT strategy consulting to service industries such as legal, insurance and education firms in Sydney.",19,36,Sat Jun 05 23:04:47 +0000 2010,0,0
Acehospitality1,We Are an Event Management Company!!,1,11,Fri Apr 12 10:43:52 +0000 2019,0,0
mhsadek,,38,3525,Tue May 04 11:59:11 +0000 2010,0,1
a_simsim,,13,10,Thu Jun 04 05:40:36 +0000 2009,0,1
IAmNeha52,Software Engineer,10,14,Sat Feb 16 04:40:27 +0000 2019,0,0
Mostafa66838850,I like to do something make the world different,2,5,Sun Apr 14 09:47:01 +0000 2019,0,0
AmanGan01786124,politics lover...🕉️ Son Of BHARAT Mata...⚽️Football player..DieHard fan of cricket...Wanderer.,6,271,Mon Mar 18 16:42:53 +0000 2019,0,0
VisperasRommel,"👨🏻‍⚖️Political Science Student @ Lyceum- Northwestern University,⚖️Future Lawyer🇵🇭",26,254,Mon Oct 15 21:04:52 +0000 2018,0,0
syedshahrukh2,"Army brat;
{
Ex- BEASIANS (APS beas);
}
{
Mechanical Engineering+Hyderabad;
Profession: Software developer;
}😆😆",7,39,Sat Jun 18 14:08:39 +0000 2011,0,0
RingoLau5,,3,1,Thu May 02 01:36:50 +0000 2019,0,1
Sajid_jhandeer,"RASHiD CABiN & COMMUNiCATioN'S .
NEAR UBL BANK BHAIJI ROAD PANO AKIL CITY DISTRICT SUKKUR SINDH PAKISTAN.

ONLINE MOBILE BANKING & PAYMENT'S SERVICES CENTER.",9,15,Mon May 27 02:24:09 +0000 2013,0,0
HassanMalki8,,26,12,Sat Aug 08 15:16:55 +0000 2015,0,1
flywithwing,"Take charge of your career, find a job you love, and earn what you deserve",104,242,Sun Apr 11 13:55:56 +0000 2010,0,0
vance_woolf,,27,93,Mon Jul 23 18:17:41 +0000 2018,0,1
Python36710403,事業会社で新規事業企画をしております20代後半のMaTです。データ分析/AI/機械学習/テクノロジー/マーケティングなどに興味があります。現在コンサルへの転職を検討しております。ジム・キャリーが好きです。,134,274,Fri May 04 09:34:39 +0000 2018,0,0
scottygovoni,"Desert Storm, Desert Shield, and Gulf War Veteran, former US Navy SAR who loves Bitcoin/cryptocurrencies, decentralization, and disruptive technology #MAGA #Q",812,7567,Thu Apr 25 14:42:34 +0000 2019,0,0
AndyYanggaopeng,,0,0,Sat May 04 03:59:22 +0000 2019,0,1
tweetdovictor,"Fala, meu baby shark!",416,6366,Sat Sep 11 03:05:26 +0000 2010,0,0
graciousplumb1,"love being with friends,reading,writing,animals,music and traveling.   recently took a gap year to back pack blind across Europe w/ the love of my life🗺😻📖🎼",64,60,Sat Dec 01 22:20:49 +0000 2012,0,0
AlbertPauliz,Student,3,8,Sat May 04 03:23:33 +0000 2019,0,0
CarlosC79267639,,1,0,Sat May 04 03:18:54 +0000 2019,0,1
RewireHQ,,23,30,Fri Mar 29 18:51:57 +0000 2019,0,1
Its_RohitKr,Loves writing and interacting with people or issues who can provide new perspective,69,270,Sat Apr 06 03:26:34 +0000 2019,0,0
tesla668,,5,124,Sat May 04 00:35:43 +0000 2019,0,1
GaldinoJacques,Looking for knowledge and experience!,7,99,Mon Jul 23 20:33:04 +0000 2018,0,0
KomalKundaliya,frank sweet complicated to understand.. but lovable... down to earth😜,0,0,Sat Oct 20 17:11:36 +0000 2018,0,0
Colben16,Play hard. Laugh Hard. Eat well. Stay fit. Enjoy wine. 🇨🇦,94,27,Fri May 03 19:25:12 +0000 2019,0,0
marcosfrancez,,65,1224,Wed Jul 15 04:39:00 +0000 2009,0,1
TrngHng63190246,,53,160,Fri Nov 02 08:54:15 +0000 2018,0,1
jnuckols_3,Hi. I'm Jack. This is my twitter.,70,101,Thu Sep 20 21:17:01 +0000 2018,0,0
CB_data_science,Data scientist/software engineer,73,51,Mon Apr 01 20:09:09 +0000 2019,0,0
Mohamed_Reda07,🙏😎🙏,20,0,Sat Mar 17 20:38:06 +0000 2018,0,0
CrazyGoalie1,"I am strongly opinionated, I am a conservative & I do not like our Liberal Government for obvious reasons.  I do not like people with no commonsense Liberals.",8,195,Tue Jan 22 15:36:22 +0000 2019,0,0
TchnclyDaBarber,"Enthusiastic 4 Advanced Technologies & Established Communication. 
Grind. Bread. Eat.",6,160,Fri May 03 21:30:15 +0000 2019,0,0
richardolajideA,"Founder @IdeaSparkIS, CTO @Josag_Nigeria, #Technology, #Microsoft MVP, Grad @MIT, loves #business, #cloudsecurity, MBSC @BCS.",371,303,Thu May 07 14:36:34 +0000 2009,0,0
GavinPe02263913,,3,0,Wed Jul 18 01:24:16 +0000 2018,0,1
Ellenyeboah9,keep Calm 😑 and let love ♥️lead the world 🌍 GOD bless America 🇺🇸,851,111,Thu Apr 18 02:14:29 +0000 2019,0,0
CrisdumorDuque,Negocios,7,1,Mon Oct 20 18:10:11 +0000 2014,0,0
crashd4rkh4cker,crash-d4rk-h4cker page officiel  -   turkish hacker,1623,3323,Tue Aug 07 14:02:59 +0000 2012,0,0
LakhaniAayush,,13,1,Mon Jul 02 09:46:55 +0000 2018,0,1
pkher1,,7,8,Wed Jul 08 03:34:49 +0000 2009,0,1
ThatsAYummyCoo1,Heyyyyy so I have a twitter now and uhhhhhhhh subscribe to Pewdiepie.,4,3,Mon Apr 15 22:35:51 +0000 2019,0,0
fabbyokazza,"MBA em Marketing e Vendas - PUC Minas. Bacharel em Sistemas de Informação - Faculdade Pitágoras.
MBA Binesness pela Massachusetts Institute of Technology (MIT)",36,277,Fri May 13 13:48:51 +0000 2011,0,0
RenuAbraham2,,4,1,Sat Aug 18 22:15:22 +0000 2018,0,1
SvetaMoro,Polymer Physics. Putting entropy to work.,82,49,Wed Dec 28 16:06:53 +0000 2016,0,0
CarloDeCarvalho,https://t.co/RuE4F15kMn,49,167,Sat Mar 13 22:37:29 +0000 2010,0,0
AlphaCarTech,I'm a young PC Technician involved in keeping service standards as innovative an experience as possible.,49,2726,Sun Oct 03 05:16:39 +0000 2010,0,0
wavybee__,ULM Alum 🦅| sc:black-magic17| Real name: Brandon Lefear... “More blessings because I'm generous”,1412,35720,Sat Jun 18 03:00:00 +0000 2011,0,0
bernardinusheri,"Just do IT, #YNWA, #BHSD",7,8,Sat Oct 09 05:05:02 +0000 2010,0,0
BanarasiVaibhav,Everyone you will ever meet knows something you don't. ||,166,1262,Mon Oct 07 07:00:36 +0000 2013,0,0
alnazarelli,"Founder & CEO of Silicon Valley Research Group, market research evangelist and technology enthusiast @SiliconValleyRG",4,3,Thu Feb 03 14:18:33 +0000 2011,0,0
codeinn_,Our vision is to become the best creative coding hub. We hope to achieve this through hands on training in mobile and web apps and data science.,16,17,Fri May 03 21:39:57 +0000 2019,0,0
jaavierleal,Face Everything And Rise,308,2924,Sun Feb 26 20:52:24 +0000 2012,0,0
Lynton_Pipkorn,#PrecisionAg #Farmtech #Agtech #Agritech #AgIoT #DecisionAg #SmartSensors #Industry40 #IoT #Croptech #Horticulture #Agriculture,812,1870,Thu Sep 24 06:36:08 +0000 2009,0,0
vitogeraci3,"ecologist,artist, and athelete. Games Animals Humor Music Trending Literature Holidays Amazing Movies Celebrity Gamers Celebrity Celebrity Art History NFL",34,34,Wed Sep 19 19:29:08 +0000 2018,0,0
__BrandonFountt,,20,151,Mon Nov 19 22:47:21 +0000 2018,0,1
SRonline_twt,:-),23,26,Mon Jun 15 14:29:15 +0000 2015,0,0
MichelleFiore5,Busy Being Awsome,0,0,Fri May 03 21:00:57 +0000 2019,0,0
mnnr20,بدّي فِل !,30,218,Sat Jul 11 21:21:52 +0000 2015,0,0
dinakar_j,,129,208,Mon Dec 19 19:23:15 +0000 2011,0,1
ParadeCompany,Share the amazing products your team makes and celebrate everyone who works hard along side you!,2,1,Thu May 02 17:04:13 +0000 2019,0,0
maserna06,,64,88,Wed Aug 08 16:18:39 +0000 2012,0,1
BusinessRG,In-depth coverage of Bermuda’s diverse business community – local and international.,309,1264,Tue Oct 17 16:18:50 +0000 2017,0,0
MunibIqbal9,Learn from others. Be inspired by others. But don’t copy them. Nobody else can be you. Only you can be you. Be you. Because you have greatness in you.,28,16,Fri Jan 04 06:44:12 +0000 2019,0,0
bbgybb,,0,0,Tue May 09 16:32:39 +0000 2017,0,1
BishojitKumar6,"I am Bishojit. #WordPress #Website #Development and Divi, Avada theme Expert. Mail: bishojitbiswas6@gmail.com",213,919,Wed Apr 17 12:46:58 +0000 2019,0,0
anshulagrawal09,,0,14,Mon Mar 12 08:21:39 +0000 2018,0,1
kwazuu,Speak life,254,524,Thu Apr 29 11:45:13 +0000 2010,0,0
_VMAMedia,"We bring senior agency, brand, and media execs together to build a bigger and better video marketing universe.",744,1572,Fri Jan 06 06:42:56 +0000 2012,0,0
OMORGLAD1,What goes up  comes down!,27,51,Thu Dec 12 14:34:42 +0000 2013,0,0
Sgorbbu1,"I’m 25 years old Graphic designer based in Bangladesh for the last two years. Love to work, like to use my creativity.",16,16,Sat Apr 27 19:08:53 +0000 2019,0,0
Inaina_Oil,"We are an Oil and Gas company with the mission to provide health-efficient, cost-efficient and decent energy solutions for our world. We Can! We Shall! Let Us!",39,182,Thu Dec 28 13:35:37 +0000 2017,0,0
Emerson46627359,,17,710,Wed Dec 12 06:39:11 +0000 2018,0,1
oza_bansari,Day dreamer..learner..work in progress 🥰,2,1,Wed Dec 24 18:47:37 +0000 2014,0,0
SAISDCyberPTECH,,37,18,Sat Apr 06 15:27:35 +0000 2019,0,1
tumixone,,5,151,Sat Sep 15 18:36:15 +0000 2018,0,1
mgthurakyaw1,I am mg thura kyaw,6,4,Sun Feb 24 11:09:30 +0000 2019,0,0
JustineMalouda,being described,12,2,Fri May 03 18:21:24 +0000 2019,0,0
GAmrany,,4,0,Fri May 03 18:05:36 +0000 2019,0,1
JonathanOhayon1,,9,31,Wed Nov 09 11:44:41 +0000 2016,0,1
tky264,,67,9,Tue May 05 18:04:28 +0000 2015,0,1
hdpienaar,,54,33,Thu Jul 29 12:00:37 +0000 2010,0,1
R0HAN_DHERE,comps guy,7,24,Sun Jun 26 05:28:57 +0000 2011,0,0
Vijay62893215,,1,0,Sun Mar 03 19:18:15 +0000 2019,0,1
afatihayyildiz,"Istanbul University-Graduate Student 
Political Science and International Relations",30,55,Sat Feb 22 20:59:30 +0000 2014,0,0
Irina22690307,,0,0,Fri May 03 17:49:12 +0000 2019,0,1
VirtualMozart,"Lifetime learner...always working on personal and professional growth. 
Adventurous Administrative Professional",267,518,Sat Apr 20 22:51:49 +0000 2013,0,0
MoaazRashed4,,12,45,Tue Apr 30 10:55:05 +0000 2019,0,1
ETSLindgren,We design & manufacture electromagnetic & acoustic energy components & systems that make many aspects of modern life possible. #Wireless #5G #MRI #BeyondMeasure,7743,8597,Tue Apr 28 13:22:23 +0000 2009,0,0
Owajiyagham,"Co-founder https://t.co/DXklhPOLaR ( @ujiigroceries )  Cogito, ergo sum.
maktub.",116,584,Tue May 20 03:44:30 +0000 2014,0,0
alex23681,"#友達募集 
#語言交換 language exchange
#",12,5,Fri Oct 03 10:31:33 +0000 2014,0,0
r_pachecoa,#ABAP | #Elixir | #ELM | #JS | #Python | Solution Architect | Tech Lead | @BNBRServices,18,16,Fri May 03 13:07:37 +0000 2019,0,0
JayakarSheeja,"IBM; IBMZ; IBMDevOps
#Strong #Family #Brave #Positive.  All views expressed are my own.",14,28,Fri May 03 17:21:59 +0000 2019,1,0
ManiJha03,Working with central board of indirect taxes and custom (Cbic),10,31,Mon Oct 09 14:39:01 +0000 2017,0,0
AriefJohan,Northeastern University // UWCSEA // Perdana Fellows ‘16,326,8330,Fri May 22 13:02:50 +0000 2009,0,0
sta_houssem,,0,0,Mon Apr 29 08:23:55 +0000 2019,0,1
maomaoamaomao,Maomaoamaomao,12,86,Sun Apr 07 16:20:59 +0000 2019,0,0
EddymoeC,Motivational & Quotes Page,7,8,Thu Mar 07 18:18:36 +0000 2019,0,0
NetworkCloud9,,6,163,Sat Feb 12 21:53:08 +0000 2011,0,1
Ndinah47345501,My hand,14,5,Fri May 03 16:52:00 +0000 2019,0,0
zatonatoo,,0,26,Sat Apr 27 22:57:07 +0000 2019,0,1
cchauvin3,"Conservative, Believe in our Constitution and our right to bear arms. Member of The Daughters of the American Revolution.",209,2372,Sat Mar 30 04:33:43 +0000 2013,0,0
CBCBrookeGrant,,13,35,Sun Mar 03 21:13:35 +0000 2013,0,1
vinuravi92,,15,5,Mon Mar 19 16:10:26 +0000 2012,0,1
OdhiamboZacheus,Business,2,0,Fri May 03 16:34:03 +0000 2019,0,0
tomas_s_raposo,λΠ,25,1,Fri Oct 19 13:42:19 +0000 2018,0,0
HYPRBrands,"The smartest #influencer #marketing platform for audience intelligence. Search over 10 million influencers, measure campaigns, and track your ROI.",16588,1550,Sat Aug 03 18:40:35 +0000 2013,0,0
atif_mady2020,,172,147,Thu Apr 26 22:39:04 +0000 2012,0,1
Kar71keY,"Lover of mathematics, physics, tech, cosmology, star gazing, gaming, coding, robotics.

BIG fan of Jobs and @Apple.",15,727,Wed Feb 28 12:25:00 +0000 2018,0,0
hajra_sirshendu,protagonist,1,0,Fri May 03 16:28:41 +0000 2019,0,0
rhermosillo72,,39,142,Sat Jan 09 05:29:37 +0000 2010,0,1
Raiq2030,استغفر الله,157,1116,Mon May 11 18:02:14 +0000 2015,0,0
Rudolf_Angeli,Antiquariat // A Passion for Books,359,883,Sun Mar 29 20:00:54 +0000 2009,0,0
yashvar4455123,,0,1,Thu Dec 27 14:30:05 +0000 2012,0,1
BillyKorando,Developer Advocate with @IBM. International speaker. Opinions are my own.,833,4696,Thu Jan 14 04:16:25 +0000 2016,1,0
hosorio73,,392,972,Fri Aug 21 16:27:30 +0000 2009,0,1
OliviaSusan6,I am  Olivia Susan. I am a Forex Trader,50,209,Wed Jun 20 06:37:07 +0000 2018,0,0
JelipeGc,¡¡¡Given to fly... High!!!,187,3128,Sat Jun 11 04:47:14 +0000 2011,0,0
derekhoughton,"Friendly freelance photographer and digital imagineer. Based in Shropshire, Yorkshire and Scotland.I also drive an PTS ambulance",1620,1261,Thu Jun 25 15:39:06 +0000 2009,0,0
aumirand,"Cybernetics Enginner with MBA, keen of project management , language. culture and travel",41,40,Thu Jun 23 14:11:56 +0000 2011,0,0
inenene111,🌾プログラミング・ブログ(5/22〜)始めました。 エコブログ書いてるので読んでみてください👉「https://t.co/80m51ORwqw」TOEIC965、英検1級。環境/農業/旅/語学/SDGs/30ヶ国訪れました/nature lover/好きな番組は #世界ふれあい街歩き,126,350,Fri May 03 14:00:46 +0000 2019,0,0
Suresh47015820,Student,27,8,Sun Apr 28 14:36:02 +0000 2019,0,0
NjambiChristine,,8,1,Mon Oct 01 15:30:19 +0000 2012,0,1
Nic2399T,,0,55,Thu Dec 27 08:31:06 +0000 2018,0,1
Rahul_Raikwar12,Supporting to Mr. Narendra Modi Sir,13,253,Mon Mar 18 13:19:50 +0000 2019,0,0
Happy99870682,,4,3,Tue Feb 12 14:50:11 +0000 2019,0,1
antonio22081971,,55,197,Fri Aug 12 05:13:24 +0000 2016,0,1
Adam_P_Fromm,Scramble. Be Flexible. | Previously @HouseCommerce @philmont | Tweets are my own.,266,9,Mon Jun 04 23:25:23 +0000 2012,0,0
ellenu44,,4,0,Thu Oct 13 23:07:25 +0000 2016,0,1
nvquintanilha,,18,219,Thu Mar 11 18:52:37 +0000 2010,0,1
ncpalmer17,,9,0,Wed Mar 05 18:07:05 +0000 2014,0,1
litianyou97,Master's degree of Computer Engineering at New York University,1,0,Fri May 03 14:15:28 +0000 2019,0,0
BobbyDeanFult12,Double Agent 007: Original Form) Sunni Muslim) Black American) Winner: Dragon Competition of '79,824,2572,Thu Mar 14 22:20:59 +0000 2019,0,0
Msektateacher,professor. mom. life-long learner. equity/human rights/inclusion advocate. hip-hop enthusiast. South-Asian literature nerd. She/her. tweets are mine.,275,800,Wed Oct 14 05:30:49 +0000 2015,0,0
CalazansNayara,,3,3,Fri Aug 11 21:50:02 +0000 2017,0,1
TopTrendingInfo,"Top #Trending Information Online, #TopTrendingInfo #TopTrendingInformation",0,579,Tue Aug 07 08:40:54 +0000 2018,0,0
lee91375501,Finance/college student,0,0,Fri May 03 14:45:34 +0000 2019,0,0
BishofChristina,Communications Professional,0,0,Fri May 03 14:43:41 +0000 2019,0,0
mbarouk320,,15,0,Thu Aug 02 18:35:04 +0000 2018,0,1
puneripoet,"Grad student at Texas A&M, control theorist and aspiring cancer mathematician",30,44,Sun Jul 12 17:31:16 +0000 2015,0,0
s7aby0u,,45,25,Mon Jun 09 10:05:27 +0000 2014,0,1
RealEstateCebu8,"𝐑𝐞𝐚𝐥 𝐄𝐬𝐭𝐚𝐭𝐞 𝐂𝐞𝐛𝐮🏢 offers you the best and the finest Condominiums, House and Lot, Office spaces etc. in Cebu Philippines.🏙️🌆",19,4,Fri May 03 13:55:18 +0000 2019,0,0
HariharSaurabh,E&TC Engineering Student @SITlonavala,53,1260,Mon Apr 09 09:48:11 +0000 2018,0,0
tuhinkhan19871,"I am tuhin,never dream at night but live life with aim,so loving and love to meet with new person .I am very explainable  man. Very open minded and Emotional.",108,381,Sat Jan 30 13:37:12 +0000 2016,0,0
Habibur52726281,,1,0,Fri May 03 13:40:54 +0000 2019,0,1
Integron_IoT,"Integron is an Internet of Things #IoT Managed Services company that
serves the connected health, energy, and transportation industries.",642,532,Tue Apr 12 18:07:30 +0000 2016,0,0
madhva,,179,465,Fri Jan 23 13:23:15 +0000 2009,0,1
danieloscategui,,2,0,Wed Mar 22 18:20:18 +0000 2017,0,1
